Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,exponential,0.0,40,0,MINMIN,353.14,0, 9, 13, 12, 6, 4, 1, 1, 0, 4, 3, 6, 0, 0, 2, 14, 0, 7, 0, 2, 4, 1, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=12; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=3; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.0,40,2,NOML,530.6999999999999,6, 8, 8, 9, 1, 5, 2, 2, 2, 4, 1, 0, 2, 4, 0, 6, 5, 1, 5, 4, 3, 4, 3, 2, 2, 0, 9,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=1; r5.2xlarge=5; r5.large=4; r5.xlarge=3; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,2,CUSTOMCLUSTERNOML,524.54,5, 4, 9, 7, 8, 4, 5, 1, 1, 5, 2, 0, 2, 2, 0, 8, 9, 3, 5, 2, 1, 1, 2, 2, 4, 0, 6,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=7; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=5; i3.large=1; i3.xlarge=1; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=9; m5zn.xlarge=3; r5.2xlarge=5; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,2,TEXTDISTANCE,350.65999999999997,4, 8, 9, 6, 4, 2, 2, 1, 3, 8, 3, 0, 2, 2, 0, 10, 7, 4, 5, 2, 3, 3, 2, 2, 1, 0, 5,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=6; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=8; m5.large=3; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=5; r5.large=2; r5.xlarge=3; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.0,40,2,CRITICALPATH,488.22999999999996,4, 6, 8, 8, 7, 5, 4, 3, 4, 4, 2, 0, 0, 2, 0, 6, 8, 2, 6, 4, 2, 2, 1, 1, 3, 0, 6,{c5.2xlarge=4; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=5; i3.2xlarge=4; i3.large=3; i3.xlarge=4; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=6; r5.large=4; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,2,CRITICALPATHREVERSE,461.94999999999993,5, 7, 8, 9, 4, 2, 3, 1, 1, 2, 2, 0, 1, 1, 0, 8, 13, 6, 4, 1, 2, 2, 1, 2, 4, 0, 9,{c5.2xlarge=5; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=3; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,2,RESHIV2,473.94,4, 12, 8, 8, 6, 5, 4, 1, 3, 2, 2, 0, 1, 1, 0, 6, 12, 3, 2, 1, 3, 1, 2, 1, 4, 0, 6,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=4; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=12; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=3; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,2,RESHIV3,474.75,4, 12, 8, 9, 9, 4, 1, 1, 1, 3, 3, 0, 1, 1, 0, 6, 9, 3, 2, 3, 2, 3, 1, 1, 3, 0, 8,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=9; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=3; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=9; m5zn.xlarge=3; r5.2xlarge=2; r5.large=3; r5.xlarge=2; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.0,40,2,RESHIMAX,454.84999999999997,4, 12, 6, 5, 4, 6, 1, 2, 4, 3, 2, 0, 0, 3, 0, 7, 8, 2, 2, 3, 3, 3, 1, 2, 4, 0, 11,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=6; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=1; i3.large=2; i3.xlarge=4; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=2; r5.large=3; r5.xlarge=3; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=11}
chipseq,exponential,0.0,40,2,RESHIFCFS,410.85999999999996,4, 9, 7, 8, 4, 5, 3, 1, 4, 1, 1, 0, 0, 1, 0, 8, 13, 3, 4, 3, 2, 1, 1, 3, 3, 0, 9,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=3; i3.large=1; i3.xlarge=4; m5.2xlarge=1; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=13; m5zn.xlarge=3; r5.2xlarge=4; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,3,MINMIN,402.09,6, 6, 6, 11, 3, 4, 2, 1, 1, 4, 2, 0, 0, 1, 0, 10, 13, 6, 3, 2, 1, 0, 1, 1, 5, 0, 9,{c5.2xlarge=6; c5.xlarge=6; c5a.2xlarge=6; c5a.xlarge=11; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=3; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,3,MAXMIN,474.79,8, 4, 0, 4, 6, 0, 1, 0, 3, 6, 0, 3, 0, 3, 0, 8, 11, 8, 11, 7, 5, 0, 2, 2, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=8; r5.2xlarge=11; r5.large=7; r5.xlarge=5; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,3,MCT,409.14,10, 3, 0, 4, 5, 0, 1, 0, 2, 5, 0, 3, 0, 1, 0, 13, 23, 8, 3, 5, 5, 0, 1, 1, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=23; m5zn.xlarge=8; r5.2xlarge=3; r5.large=5; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.0,40,3,ROUNDROBIN,513.7099999999999,4, 1, 0, 1, 5, 0, 10, 0, 4, 20, 0, 3, 0, 1, 0, 5, 12, 4, 12, 3, 3, 1, 0, 2, 0, 0, 7,{c5.2xlarge=4; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=10; i3.large=0; i3.xlarge=4; m5.2xlarge=20; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=12; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.0,40,3,STATIC,370.4199999999999,10, 1, 0, 8, 5, 0, 1, 0, 2, 7, 0, 1, 0, 1, 0, 8, 30, 6, 4, 2, 5, 0, 1, 1, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=6; r5.2xlarge=4; r5.large=2; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.0,40,3,NOML,488.02,11, 4, 0, 5, 10, 0, 2, 0, 1, 10, 0, 4, 0, 1, 0, 6, 11, 5, 8, 2, 2, 3, 3, 2, 0, 0, 8,{c5.2xlarge=11; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=10; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=8; r5.large=2; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.0,40,3,CUSTOMCLUSTERNOML,525.18,8, 2, 0, 2, 9, 0, 4, 0, 1, 11, 0, 3, 0, 3, 0, 8, 12, 9, 10, 3, 4, 1, 2, 1, 0, 0, 5,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=1; m5.2xlarge=11; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=12; m5zn.xlarge=9; r5.2xlarge=10; r5.large=3; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.0,40,3,TEXTDISTANCE,548.93,11, 3, 0, 4, 3, 0, 4, 0, 3, 18, 0, 6, 0, 2, 0, 4, 11, 6, 4, 3, 7, 2, 2, 2, 0, 0, 3,{c5.2xlarge=11; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=3; m5.2xlarge=18; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=4; r5.large=3; r5.xlarge=7; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,exponential,0.0,40,3,CRITICALPATH,474.44,8, 2, 0, 4, 7, 0, 3, 0, 5, 10, 0, 2, 0, 3, 0, 6, 17, 5, 7, 5, 5, 1, 1, 3, 0, 0, 4,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=5; m5.2xlarge=10; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=17; m5zn.xlarge=5; r5.2xlarge=7; r5.large=5; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.0,40,3,CRITICALPATHREVERSE,481.71999999999997,7, 3, 0, 4, 6, 0, 3, 0, 1, 6, 0, 1, 0, 1, 0, 10, 24, 10, 6, 5, 2, 1, 1, 3, 0, 0, 4,{c5.2xlarge=7; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=24; m5zn.xlarge=10; r5.2xlarge=6; r5.large=5; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.0,40,3,RESHIV2,474.09,8, 4, 0, 4, 9, 0, 5, 0, 2, 6, 0, 3, 0, 2, 0, 6, 19, 6, 3, 8, 5, 0, 1, 3, 0, 0, 4,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=5; i3.large=0; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=19; m5zn.xlarge=6; r5.2xlarge=3; r5.large=8; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.0,40,3,RESHIV3,396.7199999999999,9, 4, 0, 4, 5, 0, 3, 0, 3, 5, 0, 3, 0, 1, 0, 7, 17, 6, 6, 8, 4, 1, 2, 4, 0, 0, 6,{c5.2xlarge=9; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=17; m5zn.xlarge=6; r5.2xlarge=6; r5.large=8; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,3,RESHIMAX,485.56999999999994,8, 4, 0, 5, 7, 0, 5, 0, 6, 4, 0, 3, 0, 3, 0, 7, 14, 6, 2, 5, 4, 2, 3, 3, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=5; i3.large=0; i3.xlarge=6; m5.2xlarge=4; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=14; m5zn.xlarge=6; r5.2xlarge=2; r5.large=5; r5.xlarge=4; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.0,40,3,RESHIFCFS,481.87,8, 5, 0, 4, 8, 0, 1, 0, 4, 5, 0, 3, 0, 1, 0, 6, 18, 6, 3, 6, 4, 2, 1, 4, 0, 0, 9,{c5.2xlarge=8; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=4; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=18; m5zn.xlarge=6; r5.2xlarge=3; r5.large=6; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,4,MINMIN,407.7,12, 2, 0, 4, 6, 0, 2, 0, 1, 7, 0, 2, 0, 1, 0, 10, 24, 8, 3, 4, 4, 0, 1, 1, 0, 0, 6,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=7; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=24; m5zn.xlarge=8; r5.2xlarge=3; r5.large=4; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,4,MAXMIN,394.24999999999994,8, 2, 23, 8, 1, 3, 3, 6, 0, 4, 0, 0, 1, 0, 1, 8, 4, 11, 0, 2, 2, 1, 2, 2, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=3; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=11; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,4,MCT,352.51,10, 2, 18, 8, 1, 1, 0, 4, 0, 2, 0, 0, 0, 0, 1, 12, 12, 12, 0, 1, 1, 0, 2, 2, 0, 0, 9,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=18; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=12; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.0,40,4,ROUNDROBIN,539.99,3, 1, 6, 6, 5, 2, 3, 16, 0, 7, 0, 0, 2, 0, 7, 11, 4, 10, 0, 3, 2, 2, 2, 3, 0, 0, 3,{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=6; c5a.xlarge=6; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=3; i3.large=16; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=11; m5zn.large=4; m5zn.xlarge=10; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,exponential,0.0,40,4,STATIC,369.32,10, 2, 18, 12, 2, 2, 1, 3, 0, 3, 0, 0, 1, 0, 3, 8, 18, 8, 0, 1, 1, 1, 1, 0, 0, 0, 3,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=18; c5a.xlarge=12; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=18; m5zn.xlarge=8; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,exponential,0.0,40,4,NOML,448.17999999999995,8, 2, 21, 9, 2, 2, 2, 2, 0, 6, 0, 0, 2, 0, 2, 7, 4, 11, 0, 1, 1, 2, 4, 5, 0, 0, 5,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=21; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=4; m5zn.xlarge=11; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.0,40,4,CUSTOMCLUSTERNOML,473.67999999999995,8, 1, 19, 5, 5, 2, 5, 4, 0, 3, 0, 0, 2, 0, 1, 8, 8, 6, 0, 2, 3, 2, 4, 2, 0, 0, 8,{c5.2xlarge=8; c5.xlarge=1; c5a.2xlarge=19; c5a.xlarge=5; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=5; i3.large=4; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.0,40,4,TEXTDISTANCE,350.60999999999996,8, 2, 13, 5, 2, 1, 3, 4, 0, 10, 0, 0, 1, 0, 1, 9, 6, 13, 0, 2, 3, 3, 4, 1, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=3; i3.large=4; i3.xlarge=0; m5.2xlarge=10; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=13; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=3; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.0,40,4,CRITICALPATH,347.52,8, 5, 23, 8, 2, 2, 0, 8, 0, 4, 0, 0, 2, 0, 1, 6, 6, 7, 0, 1, 2, 1, 2, 4, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=5; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=8; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=6; m5zn.xlarge=7; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.0,40,4,CRITICALPATHREVERSE,360.38,7, 2, 21, 9, 1, 3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 5, 11, 16, 0, 1, 3, 2, 3, 2, 0, 0, 3,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=21; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=5; m5zn.large=11; m5zn.xlarge=16; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,exponential,0.0,40,4,RESHIV2,348.68999999999994,11, 2, 23, 8, 1, 4, 1, 3, 0, 3, 0, 0, 1, 0, 1, 5, 9, 10, 0, 2, 2, 2, 2, 2, 0, 0, 6,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=9; m5zn.xlarge=10; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
